2	https://www.sciencedirect.com/science/article/pii/S0040403901954292
3	https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2002-22726
4	https://www.nature.com/articles/nchem.2388.pdf?origin=ppub
5	https://pubs.acs.org/doi/abs/10.1021/jacs.7b00049
6	https://www.nature.com/articles/nature13274
7	https://link.springer.com/content/pdf/10.1007/978-3-319-49784-6.pdf
8	https://pubs.rsc.org/en/content/articlehtml/2013/cs/c3cs35521g
9	https://pubs.acs.org/doi/abs/10.1021/acs.joc.6b01627
10	https://www.mdpi.com/1420-3049/20/5/7528
11	https://pubs.acs.org/doi/abs/10.1021/jo202151f
12	https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201202797
13	https://pubs.rsc.org/en/content/articlehtml/2014/cc/c4cc00688g
14	https://pubs.acs.org/doi/abs/10.1021/cs300028y
15	https://pubs.acs.org/doi/abs/10.1021/ja103973a
16	https://www.mdpi.com/2079-4991/9/11/1619
17	https://www.koreascience.or.kr/article/JAKO201112261547112.page
18	https://www.sciencedirect.com/science/article/pii/S0040402008003438
19	https://pubs.acs.org/doi/abs/10.1021/ol500310u
20	https://pubs.rsc.org/en/content/articlehtml/2016/cc/c6cc05114f
21	https://pubs.acs.org/doi/abs/10.1021/ja906477r
22	https://pubs.acs.org/doi/abs/10.1021/ol401021x
23	https://pubs.acs.org/doi/abs/10.1021/acscatal.6b03434
24	https://pubs.acs.org/doi/abs/10.1021/ja900200g
26	https://pubs.acs.org/doi/abs/10.1021/ol901217m
27	https://pubs.acs.org/doi/abs/10.1021/ol063027h
28	https://pubs.acs.org/doi/abs/10.1021/ja034908b
29	https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201006374
31	https://pubs.rsc.org/--/content/articlehtml/2014/cs/c3cs60197h
32	https://pubs.acs.org/doi/abs/10.1021/ar050199q
33	https://pubs.acs.org/doi/full/10.1021/cr0509758
34	https://onlinelibrary.wiley.com/doi/abs/10.1002/1521-3773(20021115)41:22%3C4176::AID-ANIE4176%3E3.0.CO;2-U
35	https://www.nature.com/articles/s41570-017-0025
36	https://pubs.rsc.org/en/content/articlehtml/2013/cs/c3cs35521g
37	https://pubs.acs.org/doi/abs/10.1021/ar800036s
38	https://pubs.acs.org/doi/pdf/10.1021/cr00039a007
39	https://www.sciencedirect.com/science/article/pii/S0022328X98010559
40	https://www.nrcresearchpress.com/doi/abs/10.1139/v05-048
41	https://pubs.rsc.org/en/content/articlehtml/2001/cs/b001971m
42	https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2004-831223
43	https://onlinelibrary.wiley.com/doi/abs/10.1002/9783527639328.ch4
44	https://pubs.acs.org/doi/pdf/10.1021/ja00124a026
45	https://pubs.rsc.org/en/content/articlehtml/2007/cc/b701517h
46	https://onlinelibrary.wiley.com/doi/abs/10.1002/ange.202001326
47	https://pubs.acs.org/doi/abs/10.1021/ja0002058
48	https://science.sciencemag.org/content/352/6283/329.abstract
49	https://pubs.acs.org/doi/abs/10.1021/jacs.6b13384
50	https://pubs.acs.org/doi/abs/10.1021/jo970803d
51	https://pubs.acs.org/doi/abs/10.1021/ja1108326
52	https://onlinelibrary.wiley.com/doi/abs/10.1002/chem.201001911
53	https://pubs.acs.org/doi/pdf/10.1021/ja00290a037
54	https://pubs.acs.org/doi/abs/10.1021/jo971681s
55	https://pubs.acs.org/doi/abs/10.1021/acs.organomet.8b00216
56	https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/chem.201200516
57	https://onlinelibrary.wiley.com/doi/abs/10.1002/chem.201300177
58	https://pubs.acs.org/doi/abs/10.1021/ja808036j
59	https://pubs.acs.org/doi/pdf/10.1021/om00103a023
60	https://www.sciencedirect.com/science/article/pii/0022328X87802929
61	https://pubs.acs.org/doi/pdf/10.1021/ja00541a013
62	https://onlinelibrary.wiley.com/doi/abs/10.1002/1521-3757(20021018)114:20%3C4066::AID-ANGE4066%3E3.0.CO;2-D
63	https://pubs.acs.org/doi/pdf/10.1021/om00029a026
